,campaign_id,campaign_name,platform,start_date,end_date,users_acquired_count,retention_7d_pct,retention_30d_pct,retention_90d_pct,premium_conversion_pct,nps_score,cac,total_spend,roi,performance_category,hooks,offers,tone,pain_points_emphasized,creative_format
166,0d56ee94,Campaign_2410,Twitter,2023-08-26,2023-11-18,7839,56.14,52.28,45.77,6.36,72.9,36.78,3053.84,1.14,Low ROI,Unlock your potential,Extended warranty,Educational,"Showcasing behind-the-scenes content, Highlighting limited-time offers, Promoting fast delivery services, Highlighting long-term cost savings",static
167,260db9bf,Campaign_5461,Google Ads,2023-09-23,2023-11-10,8798,33.37,47.02,27.09,5.96,75.6,43.15,20655.26,1.88,Top ROI,Join now and save,Free upgrade,Humorous,"Highlighting eco-friendly products, Emphasizing premium quality, Targeting young professionals, Promoting charitable contributions",static
168,3f293410,Campaign_6932,Instagram,2023-03-16,2023-03-27,8799,38.95,25.95,48.37,15.91,76.9,52.85,42848.48,1.01,Low ROI,Special launch deal,Lifetime access,Humorous,"Highlighting long-term cost savings, Featuring influencer endorsements, Showcasing behind-the-scenes content, Demonstrating ease of use",static
169,c2a18e05,Campaign_8151,Instagram,2023-04-14,2023-07-04,9839,74.99,63.61,5.38,0.91,34.6,3.99,38168.18,3.7,Top ROI,Early bird discount,Cashback offer,Humorous,"Featuring influencer endorsements, Showcasing behind-the-scenes content, Promoting exclusive membership benefits, Highlighting long-term cost savings",static
170,99de6231,Campaign_7750,Google Ads,2023-02-25,2023-05-26,2508,10.83,44.99,49.91,6.79,16.5,78.63,44731.6,-0.36,Low ROI,Limited time offer,Buy one get one free,Inspirational,"Focus on time-saving features, Highlighting eco-friendly products, Promoting charitable contributions, Demonstrating ease of use",video
171,1aebc447,Campaign_8356,Instagram,2023-07-18,2023-08-16,1536,60.56,39.59,6.32,5.84,71.8,71.71,44408.69,1.78,Top ROI,Exclusive for members,Free upgrade,Urgent,"Highlighting premium customer support, Promoting fast delivery services, Encouraging community engagement, Showcasing customization features",carousel
172,21bf6a83,Campaign_7300,Instagram,2023-05-22,2023-06-09,6637,70.22,68.72,26.79,5.08,19.7,43.17,8759.63,4.48,Top ROI,Limited time offer,Exclusive bonus,Urgent,"Showcasing customer success stories, Promoting fast delivery services, Highlighting premium customer support, Featuring influencer endorsements",carousel
173,ead73d44,Campaign_2614,Facebook,2023-10-24,2024-01-02,4504,22.73,27.41,1.87,10.88,65.8,74.96,41176.43,4.58,Top ROI,Special launch deal,Free shipping,Inspirational,"Promoting fast delivery services, Encouraging community engagement, Highlighting long-term cost savings, Focus on time-saving features",video
174,e1eaa9c2,Campaign_5450,Instagram,2023-08-13,2023-09-23,6377,25.62,59.39,26.08,4.65,-7.7,90.45,26745.56,3.09,Top ROI,Upgrade today,Free shipping,Urgent,"Showcasing customer success stories, Showcasing customization features, Highlighting premium customer support, Highlighting long-term cost savings",video
175,ccf0ab53,Campaign_8557,Facebook,2023-03-22,2023-04-26,5677,48.6,11.21,37.2,12.8,51.6,62.05,3908.36,0.75,Low ROI,Unlock your potential,Lifetime access,Inspirational,"Highlighting award-winning status, Highlighting long-term cost savings, Highlighting limited-time offers, Featuring influencer endorsements",static
176,4f0d2c9a,Campaign_1662,LinkedIn,2023-03-19,2023-05-21,1111,58.34,34.08,23.0,0.84,72.2,92.42,49905.84,-0.34,Low ROI,Free trial available,Cashback offer,Educational,"Featuring influencer endorsements, Focus on time-saving features, Targeting young professionals, Promoting charitable contributions",carousel
177,e0a35ef7,Campaign_8673,LinkedIn,2023-05-14,2023-07-02,4735,76.38,62.35,3.66,16.71,76.3,62.16,7195.3,3.97,Top ROI,Don’t miss out,Extended warranty,Inspirational,"Showcasing innovative technology, Demonstrating ease of use, Showcasing behind-the-scenes content, Targeting young professionals",video
178,4ee5c8c2,Campaign_3382,Twitter,2023-08-18,2023-11-06,2655,31.41,69.53,34.04,7.61,42.8,93.05,49412.03,3.62,Top ROI,Early bird discount,20% off,Humorous,"Featuring influencer endorsements, Emphasizing product versatility, Highlighting budget-friendly options, Focusing on family-oriented benefits",static
179,539464a2,Campaign_4120,Facebook,2023-06-19,2023-08-25,1635,60.22,40.28,24.28,9.06,39.1,21.57,37861.42,2.87,Top ROI,Exclusive for members,Buy one get one free,Urgent,"Emphasizing premium quality, Focusing on health and wellness benefits, Highlighting budget-friendly options, Demonstrating step-by-step tutorials",carousel
180,66c43bf6,Campaign_3791,Google Ads,2023-07-18,2023-09-24,8328,77.78,54.46,15.67,11.86,29.4,30.02,24048.08,-0.28,Low ROI,Exclusive for members,Free shipping,Motivational,"Highlighting budget-friendly options, Highlighting eco-friendly products, Showcasing innovative technology, Showcasing behind-the-scenes content",carousel
181,8025bac5,Campaign_9601,LinkedIn,2023-07-06,2023-09-23,4160,42.53,35.77,20.43,3.93,60.6,85.24,29297.77,3.28,Top ROI,Join now and save,Early access,Motivational,"Highlighting premium customer support, Showcasing customization features, Highlighting long-term cost savings, Highlighting limited-time offers",carousel
182,39df7827,Campaign_3529,Facebook,2023-07-08,2023-07-25,6603,11.37,19.91,45.6,16.61,46.4,75.15,8207.85,2.93,Top ROI,Early bird discount,Lifetime access,Urgent,"Highlighting budget-friendly options, Promoting exclusive membership benefits, Highlighting premium customer support, Promoting fast delivery services",static
183,c459f7b8,Campaign_1706,Instagram,2023-08-03,2023-09-26,5237,45.8,69.03,21.87,8.28,77.3,49.41,29696.74,3.58,Top ROI,Join now and save,Cashback offer,Humorous,"Showcasing innovative technology, Promoting fast delivery services, Highlighting eco-friendly products, Encouraging community engagement",video
184,0fa1e521,Campaign_7586,Twitter,2023-09-08,2023-12-02,7308,30.21,60.41,4.44,2.85,43.8,76.19,29075.77,1.79,Top ROI,Unlock your potential,Early access,Reassuring,"Showcasing behind-the-scenes content, Emphasizing premium quality, Highlighting limited-time offers, Highlighting eco-friendly products",carousel
185,18d6d87c,Campaign_8680,Google Ads,2023-06-02,2023-08-27,4926,23.24,60.82,7.33,2.77,39.7,55.87,33782.43,0.34,Low ROI,Limited time offer,20% off,Educational,"Highlighting award-winning status, Encouraging community engagement, Showcasing behind-the-scenes content, Demonstrating step-by-step tutorials",static
186,c3026839,Campaign_7044,Instagram,2023-03-27,2023-05-20,5483,26.11,60.42,22.21,4.84,37.0,95.24,19415.75,2.38,Top ROI,Limited time offer,20% off,Educational,"Highlighting award-winning status, Showcasing behind-the-scenes content, Emphasizing premium quality, Demonstrating ease of use",video
187,d65bdfa2,Campaign_5768,Google Ads,2023-10-08,2023-12-15,3412,28.65,20.28,11.29,12.03,25.6,45.29,38347.2,1.92,Top ROI,Free trial available,Early access,Motivational,"Promoting charitable contributions, Highlighting eco-friendly products, Focusing on family-oriented benefits, Focusing on health and wellness benefits",video
188,516a79c3,Campaign_1799,Google Ads,2023-07-19,2023-10-08,4884,71.46,46.81,28.21,7.51,-5.9,50.43,14286.69,4.07,Top ROI,Free trial available,Buy one get one free,Motivational,"Highlighting long-term cost savings, Highlighting eco-friendly products, Showcasing customization features, Showcasing customer success stories",video
189,fbbf321c,Campaign_5924,Twitter,2023-04-14,2023-06-25,8808,37.94,29.92,36.67,16.28,47.8,60.68,9537.15,2.34,Top ROI,Free trial available,Lifetime access,Reassuring,"Highlighting limited-time offers, Emphasizing product versatility, Demonstrating step-by-step tutorials, Targeting young professionals",static
190,6dca53a7,Campaign_9191,Facebook,2023-10-04,2023-10-15,479,65.5,47.23,8.92,6.85,78.9,20.46,9029.97,4.64,Top ROI,Join now and save,Extended warranty,Motivational,"Showcasing behind-the-scenes content, Demonstrating ease of use, Highlighting long-term cost savings, Encouraging community engagement",carousel
191,1c1a2e33,Campaign_1072,LinkedIn,2023-03-25,2023-06-10,511,25.78,10.2,21.96,14.66,74.9,10.21,45427.23,4.17,Top ROI,Don’t miss out,First month free,Humorous,"Highlighting budget-friendly options, Focusing on family-oriented benefits, Highlighting long-term cost savings, Encouraging community engagement",static
192,c352952a,Campaign_6619,Google Ads,2023-05-19,2023-06-14,5867,37.42,35.44,11.34,7.22,27.7,95.78,46200.98,0.58,Low ROI,Unlock your potential,First month free,Motivational,"Emphasizing product versatility, Promoting charitable contributions, Showcasing innovative technology, Featuring influencer endorsements",carousel
193,8ded42f7,Campaign_6429,Instagram,2023-05-22,2023-08-15,9215,79.23,56.53,8.69,11.93,36.2,28.58,21881.71,-0.32,Low ROI,Special launch deal,Buy one get one free,Reassuring,"Highlighting budget-friendly options, Highlighting limited-time offers, Showcasing innovative technology, Focus on time-saving features",carousel
194,9c386904,Campaign_8098,Facebook,2023-09-06,2023-11-13,1055,24.68,59.67,11.79,6.51,30.7,14.81,11348.14,1.01,Low ROI,Upgrade today,Lifetime access,Motivational,"Promoting seasonal discounts, Targeting young professionals, Showcasing innovative technology, Highlighting long-term cost savings",video
195,8d656ee0,Campaign_2172,Facebook,2023-06-15,2023-08-04,2188,60.42,45.13,21.03,10.53,45.5,39.23,42980.31,4.54,Top ROI,Upgrade today,Early access,Educational,"Focusing on family-oriented benefits, Promoting charitable contributions, Showcasing customer success stories, Targeting young professionals",video
196,db8c442e,Campaign_4260,Instagram,2023-02-01,2023-03-28,5664,11.37,9.79,45.18,5.15,20.7,30.6,5627.28,2.64,Top ROI,Early bird discount,Free upgrade,Educational,"Targeting young professionals, Promoting exclusive membership benefits, Demonstrating step-by-step tutorials, Highlighting budget-friendly options",video
197,55bd4810,Campaign_6937,Facebook,2023-06-05,2023-07-18,7928,72.96,15.72,14.03,12.79,41.5,68.44,49007.0,2.44,Top ROI,Boost your career,Lifetime access,Humorous,"Promoting charitable contributions, Showcasing customer success stories, Promoting exclusive membership benefits, Showcasing behind-the-scenes content",carousel
198,dbaa6541,Campaign_2749,Google Ads,2023-09-03,2023-09-15,2438,46.95,20.72,2.4,16.16,39.5,92.87,15567.28,1.26,Low ROI,Early bird discount,First month free,Urgent,"Showcasing customer success stories, Emphasizing product versatility, Highlighting eco-friendly products, Focus on time-saving features",static
199,33e42745,Campaign_5744,Instagram,2023-08-19,2023-09-03,7476,23.21,46.97,42.72,19.38,79.7,16.13,12695.43,4.58,Top ROI,Exclusive for members,Cashback offer,Humorous,"Focus on time-saving features, Promoting seasonal discounts, Focusing on family-oriented benefits, Promoting charitable contributions",static
200,6e80be09,Campaign_2948,Twitter,2023-03-16,2023-05-07,4576,32.62,22.4,20.2,15.2,3.7,94.2,46460.16,0.65,Low ROI,Special launch deal,Buy one get one free,Educational,"Focus on time-saving features, Highlighting long-term cost savings, Highlighting premium customer support, Showcasing behind-the-scenes content",carousel
201,4060eddd,Campaign_5972,Twitter,2023-08-17,2023-10-27,8120,50.36,24.12,35.83,18.16,54.5,33.23,18879.15,4.55,Top ROI,Special launch deal,Free upgrade,Motivational,"Showcasing customization features, Emphasizing premium quality, Encouraging community engagement, Promoting fast delivery services",carousel
202,7af50390,Campaign_5726,LinkedIn,2023-06-09,2023-08-11,4537,49.32,44.4,40.34,7.25,54.2,86.88,38768.65,4.29,Top ROI,Special launch deal,Free upgrade,Urgent,"Encouraging community engagement, Demonstrating ease of use, Promoting charitable contributions, Highlighting premium customer support",static
203,15d09ba9,Campaign_3774,Google Ads,2023-03-11,2023-04-29,4347,57.94,49.65,15.71,4.02,6.3,67.2,42793.91,1.32,Low ROI,Special launch deal,Buy one get one free,Humorous,"Focusing on family-oriented benefits, Demonstrating step-by-step tutorials, Targeting young professionals, Showcasing innovative technology",carousel
204,acde4ac6,Campaign_6684,Instagram,2023-05-09,2023-08-02,2494,56.27,25.83,27.85,19.93,0.5,16.66,20426.96,2.32,Top ROI,Unlock your potential,Cashback offer,Reassuring,"Focusing on family-oriented benefits, Highlighting eco-friendly products, Promoting exclusive membership benefits, Highlighting premium customer support",video
205,7e17be36,Campaign_2574,Google Ads,2023-04-23,2023-07-14,8731,75.22,6.1,30.2,11.76,59.1,45.01,17408.58,1.54,Top ROI,Upgrade today,Buy one get one free,Educational,"Highlighting eco-friendly products, Encouraging community engagement, Demonstrating ease of use, Showcasing customer success stories",video
206,037a9bde,Campaign_6287,Instagram,2023-01-07,2023-01-19,4877,45.73,29.01,10.14,5.36,48.0,62.0,2493.47,2.59,Top ROI,Special launch deal,First month free,Urgent,"Highlighting eco-friendly products, Promoting exclusive membership benefits, Showcasing customization features, Focus on time-saving features",video
207,d35a3ecf,Campaign_1305,Twitter,2023-07-12,2023-07-26,9813,76.7,30.24,18.21,9.12,28.2,62.66,18906.45,4.57,Top ROI,Upgrade today,Extended warranty,Motivational,"Demonstrating ease of use, Highlighting premium customer support, Showcasing customer success stories, Focus on time-saving features",static
208,baeeda0c,Campaign_5767,Twitter,2023-07-15,2023-09-14,5429,47.57,27.44,17.54,5.36,76.6,26.22,21621.14,-0.41,Low ROI,Early bird discount,Cashback offer,Reassuring,"Highlighting premium customer support, Demonstrating ease of use, Focus on time-saving features, Showcasing innovative technology",static
209,48d29e7d,Campaign_3055,Facebook,2023-03-08,2023-05-28,1544,67.66,12.99,8.75,16.38,78.0,56.64,3057.32,3.41,Top ROI,Limited time offer,First month free,Educational,"Featuring influencer endorsements, Highlighting eco-friendly products, Promoting seasonal discounts, Promoting fast delivery services",video
210,ef77c54d,Campaign_5095,Google Ads,2023-09-10,2023-10-09,3794,31.55,53.42,45.82,9.47,39.9,24.43,36986.69,3.38,Top ROI,Join now and save,Exclusive bonus,Motivational,"Promoting charitable contributions, Highlighting limited-time offers, Focus on time-saving features, Showcasing customer success stories",static
211,5dca70eb,Campaign_6157,Instagram,2023-08-17,2023-10-06,1151,75.08,19.79,21.2,3.93,51.9,12.36,36692.55,1.13,Low ROI,Limited time offer,Free shipping,Humorous,"Encouraging community engagement, Featuring influencer endorsements, Focusing on health and wellness benefits, Promoting fast delivery services",static
212,93283709,Campaign_4672,Google Ads,2023-03-05,2023-04-23,3570,71.14,5.87,23.24,16.29,24.1,78.74,9080.07,1.51,Top ROI,Boost your career,Exclusive bonus,Educational,"Promoting charitable contributions, Focusing on family-oriented benefits, Targeting young professionals, Featuring influencer endorsements",static
213,9e5e3950,Campaign_5366,Google Ads,2023-04-09,2023-05-13,6858,35.0,47.39,14.53,11.89,40.9,59.4,30882.06,-0.13,Low ROI,Don’t miss out,Exclusive bonus,Motivational,"Focusing on family-oriented benefits, Emphasizing premium quality, Focusing on health and wellness benefits, Highlighting premium customer support",static
214,148a46af,Campaign_8715,Google Ads,2023-01-30,2023-03-25,5723,52.2,64.49,38.87,6.64,40.4,42.22,49371.78,1.17,Low ROI,Unlock your potential,Free upgrade,Humorous,"Highlighting award-winning status, Highlighting budget-friendly options, Promoting exclusive membership benefits, Highlighting limited-time offers",carousel
215,90f37287,Campaign_4938,Instagram,2023-08-13,2023-09-06,3865,53.81,64.03,11.06,10.37,21.9,50.87,37127.78,0.18,Low ROI,Exclusive for members,Cashback offer,Inspirational,"Demonstrating step-by-step tutorials, Promoting exclusive membership benefits, Promoting charitable contributions, Focus on time-saving features",carousel
216,c146949d,Campaign_3991,Instagram,2023-10-13,2023-12-27,7331,57.27,61.85,46.92,3.85,1.1,14.5,2634.94,1.97,Top ROI,Free trial available,Lifetime access,Educational,"Promoting fast delivery services, Demonstrating ease of use, Focusing on family-oriented benefits, Targeting young professionals",carousel
217,2ce5e7cd,Campaign_8305,LinkedIn,2023-06-30,2023-07-22,5445,57.03,19.18,1.62,7.58,72.1,98.62,8238.53,1.68,Top ROI,Exclusive for members,Cashback offer,Motivational,"Demonstrating step-by-step tutorials, Showcasing innovative technology, Highlighting limited-time offers, Demonstrating ease of use",carousel
218,e68dcc1b,Campaign_7695,Twitter,2023-03-07,2023-05-07,3345,74.43,23.7,20.25,1.66,47.6,39.41,26205.26,1.79,Top ROI,Unlock your potential,Extended warranty,Urgent,"Highlighting premium customer support, Targeting young professionals, Emphasizing product versatility, Promoting seasonal discounts",carousel
219,031e93e1,Campaign_4130,LinkedIn,2023-06-29,2023-07-15,4970,57.28,29.69,6.25,1.88,4.2,11.18,42639.18,1.85,Top ROI,Special launch deal,Extended warranty,Educational,"Highlighting eco-friendly products, Focusing on family-oriented benefits, Encouraging community engagement, Highlighting limited-time offers",video
220,5998ef45,Campaign_7824,Google Ads,2023-07-17,2023-09-15,483,48.59,14.43,47.96,15.17,59.0,61.21,37413.19,1.81,Top ROI,Don’t miss out,20% off,Urgent,"Showcasing behind-the-scenes content, Highlighting award-winning status, Showcasing innovative technology, Demonstrating ease of use",static
221,dfb91faa,Campaign_2351,Instagram,2023-07-08,2023-09-29,9213,18.87,50.92,6.96,10.59,70.6,63.94,40237.17,-0.13,Low ROI,Boost your career,Free shipping,Reassuring,"Focusing on family-oriented benefits, Demonstrating ease of use, Showcasing innovative technology, Emphasizing premium quality",static
222,77614247,Campaign_9366,Google Ads,2023-08-21,2023-09-23,5247,76.94,33.23,9.46,4.17,74.3,55.97,43931.75,2.27,Top ROI,Early bird discount,Buy one get one free,Reassuring,"Highlighting long-term cost savings, Showcasing customer success stories, Emphasizing product versatility, Targeting young professionals",carousel
223,8a9e9280,Campaign_6141,Facebook,2023-09-13,2023-11-20,2835,22.75,38.22,1.18,2.78,39.7,13.41,28881.46,0.85,Low ROI,Early bird discount,Early access,Urgent,"Emphasizing premium quality, Showcasing customer success stories, Emphasizing product versatility, Promoting exclusive membership benefits",static
224,d03456c4,Campaign_7692,LinkedIn,2023-06-29,2023-09-20,4944,75.43,46.24,43.64,11.15,62.0,26.54,38995.62,1.48,Low ROI,Limited time offer,20% off,Reassuring,"Emphasizing product versatility, Demonstrating ease of use, Highlighting award-winning status, Promoting seasonal discounts",carousel
225,1f8395ec,Campaign_5476,LinkedIn,2023-06-14,2023-07-06,7776,14.87,13.84,2.87,17.88,75.6,88.62,3363.27,0.09,Low ROI,Exclusive for members,Lifetime access,Educational,"Promoting seasonal discounts, Demonstrating ease of use, Highlighting limited-time offers, Focusing on health and wellness benefits",static
226,c98a57a5,Campaign_6240,Twitter,2023-01-19,2023-02-25,3827,10.62,41.25,41.82,9.32,0.9,81.46,11244.62,4.18,Top ROI,Boost your career,Lifetime access,Urgent,"Featuring influencer endorsements, Promoting charitable contributions, Focusing on health and wellness benefits, Focus on time-saving features",static
227,efeba2a4,Campaign_5442,Twitter,2023-04-07,2023-06-18,3636,60.46,49.41,21.77,2.16,6.4,74.11,20550.52,1.52,Top ROI,Upgrade today,First month free,Reassuring,"Demonstrating ease of use, Showcasing customization features, Focusing on family-oriented benefits, Promoting seasonal discounts",static
228,4f7f2797,Campaign_6499,Twitter,2023-02-06,2023-03-20,7837,44.62,32.38,7.69,1.66,74.5,58.64,35103.02,2.26,Top ROI,Upgrade today,20% off,Humorous,"Highlighting eco-friendly products, Highlighting premium customer support, Showcasing customization features, Showcasing customer success stories",static
229,e83a1894,Campaign_4237,Google Ads,2023-03-01,2023-04-03,2990,18.81,51.72,23.91,6.17,37.6,69.82,24107.57,-0.41,Low ROI,Unlock your potential,20% off,Inspirational,"Promoting charitable contributions, Highlighting limited-time offers, Showcasing innovative technology, Demonstrating ease of use",video
230,2d3c3ee2,Campaign_6127,Google Ads,2023-04-11,2023-04-27,2782,38.9,42.34,11.67,11.88,44.0,74.98,27911.44,3.25,Top ROI,Unlock your potential,Buy one get one free,Inspirational,"Highlighting long-term cost savings, Targeting young professionals, Showcasing customization features, Promoting exclusive membership benefits",carousel
231,e7605f22,Campaign_7662,Google Ads,2023-10-14,2023-12-22,9134,53.4,47.36,1.02,19.82,4.9,72.22,27106.74,1.11,Low ROI,Boost your career,Cashback offer,Urgent,"Highlighting budget-friendly options, Focusing on family-oriented benefits, Focusing on health and wellness benefits, Promoting charitable contributions",video
232,4bf65e0a,Campaign_8590,Instagram,2023-03-28,2023-05-02,1487,75.59,17.7,10.33,13.31,9.5,53.61,25101.75,3.24,Top ROI,Don’t miss out,Buy one get one free,Urgent,"Highlighting premium customer support, Targeting young professionals, Demonstrating ease of use, Demonstrating step-by-step tutorials",video
233,adb3ff2c,Campaign_9988,LinkedIn,2023-03-21,2023-06-11,3106,59.16,23.72,17.57,19.47,26.0,95.66,38419.13,4.02,Top ROI,Don’t miss out,First month free,Humorous,"Showcasing behind-the-scenes content, Highlighting long-term cost savings, Promoting exclusive membership benefits, Focusing on family-oriented benefits",video
234,8c7fe838,Campaign_2214,Instagram,2023-10-11,2023-10-21,353,18.25,40.08,45.92,14.87,55.8,74.86,40878.96,3.01,Top ROI,Special launch deal,First month free,Inspirational,"Promoting charitable contributions, Highlighting premium customer support, Encouraging community engagement, Highlighting award-winning status",carousel
235,34242200,Campaign_8606,Instagram,2023-08-15,2023-09-26,9228,17.28,33.84,42.35,10.19,44.8,14.83,13240.23,2.23,Top ROI,Boost your career,First month free,Urgent,"Targeting young professionals, Promoting seasonal discounts, Focusing on health and wellness benefits, Emphasizing product versatility",carousel
236,fac0340a,Campaign_9415,LinkedIn,2023-07-12,2023-09-30,5594,73.95,17.46,13.04,2.47,44.6,47.5,38829.62,4.71,Top ROI,Special launch deal,Free shipping,Educational,"Promoting charitable contributions, Encouraging community engagement, Emphasizing premium quality, Promoting seasonal discounts",carousel
237,5a9d2f35,Campaign_7179,Google Ads,2023-09-06,2023-10-18,7618,32.94,13.63,18.88,10.17,10.1,45.56,35878.75,3.63,Top ROI,Upgrade today,Extended warranty,Motivational,"Focusing on health and wellness benefits, Featuring influencer endorsements, Focus on time-saving features, Promoting seasonal discounts",carousel
238,0d4812e1,Campaign_6772,Facebook,2023-10-19,2023-12-17,9250,69.93,11.5,15.02,16.91,3.8,46.6,38504.58,4.85,Top ROI,Free trial available,Exclusive bonus,Inspirational,"Showcasing behind-the-scenes content, Promoting fast delivery services, Highlighting budget-friendly options, Promoting seasonal discounts",carousel
239,cd7970cc,Campaign_4410,Facebook,2023-01-29,2023-03-23,8884,60.22,57.15,10.61,5.84,76.5,55.96,2980.0,4.27,Top ROI,Limited time offer,20% off,Humorous,"Showcasing customization features, Emphasizing premium quality, Focusing on family-oriented benefits, Promoting exclusive membership benefits",carousel
240,696499c9,Campaign_6607,Instagram,2023-08-11,2023-09-23,3799,56.88,21.47,21.17,3.42,26.1,67.03,3938.5,1.05,Low ROI,Limited time offer,Early access,Humorous,"Focus on time-saving features, Targeting young professionals, Highlighting award-winning status, Promoting seasonal discounts",carousel
241,73973272,Campaign_7272,LinkedIn,2023-02-28,2023-05-11,3216,76.15,25.59,48.35,8.46,58.9,25.53,1747.0,0.51,Low ROI,Early bird discount,20% off,Humorous,"Emphasizing premium quality, Highlighting eco-friendly products, Encouraging community engagement, Highlighting award-winning status",video
242,30a73c1f,Campaign_1896,Google Ads,2023-09-18,2023-10-18,4349,17.74,14.64,45.87,10.79,46.9,4.76,10657.25,1.15,Low ROI,Early bird discount,Cashback offer,Inspirational,"Emphasizing premium quality, Highlighting limited-time offers, Promoting charitable contributions, Promoting seasonal discounts",carousel
243,0b06c576,Campaign_4259,Twitter,2023-04-28,2023-06-06,2522,39.81,46.4,7.6,11.04,38.5,97.69,35837.47,0.03,Low ROI,Limited time offer,Free upgrade,Motivational,"Showcasing customer success stories, Highlighting eco-friendly products, Highlighting long-term cost savings, Highlighting premium customer support",static
244,69a6af29,Campaign_9488,Facebook,2023-09-15,2023-10-02,733,77.21,23.01,26.66,9.8,20.4,5.25,7978.79,-0.12,Low ROI,Upgrade today,Buy one get one free,Reassuring,"Showcasing customization features, Showcasing customer success stories, Promoting seasonal discounts, Showcasing innovative technology",carousel
245,1adb7947,Campaign_9186,Twitter,2023-01-27,2023-02-09,3829,67.15,65.7,15.7,12.5,34.9,69.76,37400.9,1.79,Top ROI,Early bird discount,Free upgrade,Humorous,"Targeting young professionals, Highlighting eco-friendly products, Highlighting award-winning status, Focus on time-saving features",static
246,71b14160,Campaign_1051,Instagram,2023-06-11,2023-09-03,775,37.67,53.39,18.94,7.24,20.7,29.19,43421.44,0.0,Low ROI,Join now and save,Lifetime access,Urgent,"Promoting charitable contributions, Showcasing innovative technology, Promoting seasonal discounts, Encouraging community engagement",static
247,62069983,Campaign_8480,Twitter,2023-10-22,2023-11-13,5287,15.74,67.29,23.74,19.85,-5.0,31.6,11903.01,2.66,Top ROI,Early bird discount,Buy one get one free,Reassuring,"Showcasing behind-the-scenes content, Highlighting limited-time offers, Emphasizing product versatility, Demonstrating step-by-step tutorials",video
248,212be807,Campaign_1339,Facebook,2023-02-18,2023-04-04,843,11.76,20.49,46.96,9.75,72.9,35.59,5209.57,-0.41,Low ROI,Boost your career,First month free,Reassuring,"Highlighting budget-friendly options, Focus on time-saving features, Highlighting award-winning status, Showcasing innovative technology",carousel
249,59e1f447,Campaign_2289,Google Ads,2023-09-26,2023-11-06,4287,15.62,26.27,9.38,18.35,71.4,3.28,32520.33,-0.35,Low ROI,Don’t miss out,First month free,Reassuring,"Highlighting long-term cost savings, Featuring influencer endorsements, Promoting charitable contributions, Showcasing behind-the-scenes content",carousel
